account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
1007,canceled,2015-05-12,2015-06-19,38,False,True
1007,canceled,2015-07-18,2015-07-23,5,False,True
1008,canceled,2015-01-07,2015-01-14,7,False,True
1009,canceled,2014-12-05,2015-02-12,69,False,True
1010,canceled,2015-01-11,2015-01-11,0,False,True
1011,canceled,2014-11-11,2014-11-12,1,False,True
1011,canceled,2015-04-08,2015-05-15,37,False,True
1012,canceled,2014-11-17,2014-11-21,4,False,True
1013,canceled,2014-12-04,2015-04-01,118,False,True
1013,canceled,2015-04-01,2015-04-11,10,False,True
1014,current,2015-07-18,,,False,False
1015,canceled,2014-12-03,2015-02-03,62,False,True
1016,canceled,2015-05-13,2015-05-19,6,False,True
1017,canceled,2014-11-16,2014-11-20,4,False,True
1018,canceled,2015-07-20,2015-07-26,6,False,True
1019,canceled,2015-01-14,2015-01-18,4,False,True
1019,canceled,2014-11-11,2015-01-14,64,False,True
1020,canceled,2014-11-10,2014-11-15,5,False,True
1021,canceled,2014-11-12,2014-11-17,5,False,True
1022,canceled,2015-05-07,2015-06-14,38,False,True
1022,current,2015-08-20,,,False,False
1023,canceled,2015-07-17,2015-07-20,3,False,True
1024,canceled,2015-05-06,2015-05-11,5,False,True
1025,canceled,2015-06-07,2015-06-07,0,False,True
1026,canceled,2015-05-11,2015-05-12,1,False,True
1027,canceled,2014-12-09,2014-12-13,4,False,True
1028,current,2015-08-21,,,False,False
1029,canceled,2015-05-12,2015-07-04,53,False,True
1030,canceled,2015-05-11,2015-07-18,68,False,True
1031,current,2015-06-09,,,False,False
1032,current,2015-06-08,,,False,False
1033,canceled,2015-02-06,2015-08-13,188,False,True
1034,canceled,2015-07-15,2015-07-20,5,False,True
1035,canceled,2014-11-13,2014-11-13,0,False,True
1035,canceled,2015-02-06,2015-02-09,3,False,True
1036,current,2015-06-09,,,False,False
1037,canceled,2015-04-02,2015-04-04,2,False,True
1038,canceled,2015-04-04,2015-04-26,22,False,True
1039,canceled,2015-07-19,2015-07-19,0,False,True
1039,canceled,2015-08-12,2015-08-16,4,False,True
1040,canceled,2015-05-12,2015-06-19,38,False,True
1040,canceled,2014-11-11,2014-11-17,6,False,True
1041,canceled,2014-11-15,2014-11-21,6,False,True
1042,canceled,2015-02-06,2015-02-28,22,False,True
1042,canceled,2015-05-28,2015-06-19,22,False,True
1043,canceled,2014-12-03,2014-12-04,1,False,True
1044,canceled,2015-02-08,2015-02-08,0,False,True
1045,canceled,2015-03-06,2015-03-12,6,False,True
1046,canceled,2015-04-05,2015-04-07,2,False,True
1047,canceled,2014-11-10,2014-11-11,1,False,True
1048,current,2015-03-11,,,False,False
1049,canceled,2015-02-10,2015-03-04,22,False,True
1050,current,2015-08-11,,,False,False
1051,canceled,2014-11-14,2014-11-16,2,False,True
1052,canceled,2015-05-12,2015-07-19,68,False,True
1053,canceled,2015-01-11,2015-03-18,66,False,True
1054,canceled,2015-04-07,2015-08-14,129,False,True
1055,canceled,2015-05-08,2015-07-15,68,False,True
1056,current,2015-08-12,,,False,False
1057,canceled,2015-07-17,2015-07-21,4,False,True
1058,canceled,2014-11-10,2015-01-14,65,False,True
1058,canceled,2015-01-14,2015-03-10,55,False,True
1058,current,2015-03-10,,,False,False
1059,canceled,2015-05-12,2015-05-18,6,False,True
1060,canceled,2015-01-11,2015-02-18,38,False,True
1061,canceled,2015-01-12,2015-01-14,2,False,True
1062,canceled,2015-05-10,2015-06-17,38,False,True
1063,canceled,2015-07-14,2015-07-14,0,False,True
1064,canceled,2015-05-11,2015-05-12,1,False,True
1065,canceled,2015-01-08,2015-01-11,3,False,True
1066,canceled,2015-03-10,2015-05-02,53,False,True
1067,current,2015-08-22,,,False,False
1068,canceled,2015-05-28,2015-05-29,1,False,True
1069,canceled,2015-06-01,2015-06-01,0,True,True
1070,current,2015-07-19,,,False,False
1071,canceled,2015-01-14,2015-03-17,62,False,True
1071,canceled,2014-11-10,2015-01-14,65,False,True
1072,current,2015-04-02,,,False,False
1073,current,2015-01-07,,,False,False
1074,canceled,2015-01-11,2015-03-10,58,False,True
1074,canceled,2015-03-10,2015-04-18,39,False,True
1075,canceled,2015-06-09,2015-08-16,68,False,True
1076,canceled,2014-12-08,2014-12-12,4,False,True
1077,canceled,2014-12-08,2015-01-30,53,False,True
1078,canceled,2015-02-11,2015-02-17,6,False,True
1079,canceled,2015-02-09,2015-02-09,0,False,True
1080,current,2015-07-17,,,False,False
1081,current,2015-06-08,,,False,False
1082,canceled,2015-03-06,2015-04-13,38,False,True
1083,canceled,2014-11-11,2014-11-12,1,False,True
1084,canceled,2015-07-08,2015-07-15,7,False,True
1085,canceled,2014-11-14,2014-11-18,4,False,True
1086,canceled,2015-06-09,2015-06-09,0,False,True
1087,current,2015-07-20,,,False,False
1088,canceled,2015-04-03,2015-04-25,22,False,True
1089,canceled,2015-04-06,2015-05-13,37,False,True
1090,canceled,2014-11-11,2014-11-26,15,False,True
1091,canceled,2015-05-12,2015-05-18,6,False,True
1092,canceled,2015-02-05,2015-02-09,4,False,True
1093,canceled,2015-06-08,2015-06-11,3,False,True
1094,canceled,2014-11-10,2014-12-17,37,False,True
1095,canceled,2014-12-09,2014-12-13,4,False,True
1095,canceled,2015-06-06,2015-08-13,68,False,True
1096,canceled,2015-07-08,2015-07-15,7,False,True
1096,current,2015-07-15,,,False,False
1097,canceled,2015-03-05,2015-03-11,6,False,True
1098,current,2014-11-10,,,False,False
1099,canceled,2015-05-11,2015-07-18,68,False,True
1100,canceled,2015-03-10,2015-03-16,6,False,True
1101,current,2015-02-25,,,True,False
1102,canceled,2015-03-10,2015-04-08,29,False,True
1102,canceled,2015-01-08,2015-03-10,61,False,True
1102,canceled,2015-04-08,2015-06-15,68,False,True
1103,canceled,2015-03-10,2015-07-20,132,False,True
1103,canceled,2015-01-13,2015-03-10,56,False,True
1104,canceled,2015-04-10,2015-04-17,7,False,True
1105,canceled,2015-02-09,2015-02-13,4,False,True
1106,canceled,2015-06-07,2015-06-13,6,False,True
1107,canceled,2014-11-11,2014-11-19,8,False,True
1108,canceled,2014-11-12,2014-11-16,4,False,True
1109,canceled,2015-01-12,2015-01-16,4,False,True
1110,current,2015-08-13,,,False,False
1111,canceled,2014-11-11,2015-03-10,119,False,True
1111,canceled,2015-03-10,2015-04-01,22,False,True
1111,canceled,2015-04-01,2015-04-18,17,False,True
1112,canceled,2015-02-10,2015-02-13,3,False,True
1113,current,2015-05-06,,,False,False
1114,canceled,2014-11-12,2014-11-18,6,False,True
1115,canceled,2015-04-08,2015-05-15,37,False,True
1116,canceled,2015-08-15,2015-08-18,3,False,True
1117,canceled,2014-11-11,2015-01-15,65,False,True
1118,canceled,2014-11-17,2014-12-24,37,False,True
1118,canceled,2014-11-12,2014-11-17,5,False,True
1119,canceled,2015-03-11,2015-03-15,4,False,True
1119,canceled,2015-08-16,2015-08-16,0,False,True
1120,canceled,2014-12-04,2014-12-04,0,False,True
1121,canceled,2014-12-29,2015-01-12,14,False,True
1121,canceled,2014-11-11,2014-12-29,48,False,True
1121,canceled,2015-01-12,2015-02-18,37,False,True
1122,canceled,2014-11-10,2014-11-17,7,False,True
1123,canceled,2015-04-03,2015-05-10,37,False,True
1124,canceled,2014-12-09,2015-02-03,56,False,True
1124,current,2015-04-08,,,False,False
1124,canceled,2015-02-03,2015-04-08,64,False,True
1125,canceled,2015-05-31,2015-05-31,0,False,True
1126,canceled,2015-07-10,2015-07-15,5,False,True
1127,canceled,2014-12-07,2014-12-08,1,False,True
1128,canceled,2015-03-11,2015-06-18,99,False,True
1129,canceled,2015-03-07,2015-03-07,0,False,True
1129,canceled,2015-02-11,2015-02-11,0,False,True
1130,canceled,2014-12-03,2015-01-25,53,False,True
1131,current,2015-07-16,,,False,False
1132,canceled,2014-12-03,2014-12-08,5,False,True
1133,canceled,2015-07-09,2015-07-15,6,False,True
1134,canceled,2015-01-08,2015-01-09,1,False,True
1135,canceled,2014-12-04,2014-12-08,4,False,True
1136,current,2015-08-18,,,False,False
1137,canceled,2015-01-08,2015-01-10,2,False,True
1138,canceled,2015-04-07,2015-04-12,5,False,True
1139,canceled,2015-01-14,2015-01-16,2,False,True
1139,canceled,2015-01-16,2015-02-18,33,False,True
1139,canceled,2014-11-11,2015-01-14,64,False,True
1140,canceled,2015-01-10,2015-02-17,38,False,True
1141,canceled,2015-01-09,2015-01-15,6,False,True
1142,canceled,2014-11-10,2015-01-14,65,False,True
1142,canceled,2015-03-10,2015-07-17,129,False,True
1142,canceled,2015-01-14,2015-03-10,55,False,True
1143,current,2015-08-11,,,False,False
1144,current,2015-08-18,,,False,False
1145,canceled,2015-04-04,2015-04-04,0,False,True
1146,canceled,2014-11-16,2014-12-23,37,False,True
1147,current,2015-07-19,,,False,False
1148,canceled,2015-03-09,2015-03-09,0,False,True
1149,current,2015-04-01,,,False,False
1150,current,2015-07-16,,,False,False
1151,current,2015-05-11,,,False,False
1152,canceled,2014-12-05,2014-12-07,2,False,True
1152,canceled,2015-05-11,2015-05-14,3,False,True
1152,canceled,2015-07-16,2015-07-22,6,False,True
1153,canceled,2015-02-06,2015-03-13,35,False,True
1154,current,2015-04-05,,,False,False
1155,canceled,2015-07-17,2015-07-17,0,False,True
1156,canceled,2014-12-06,2014-12-08,2,False,True
1157,current,2015-08-22,,,False,False
1158,canceled,2015-04-07,2015-04-09,2,False,True
1159,canceled,2015-07-16,2015-07-21,5,False,True
1160,canceled,2014-12-05,2015-01-12,38,False,True
1161,canceled,2014-11-13,2014-12-20,37,False,True
1162,canceled,2015-08-14,2015-08-19,5,False,True
1163,canceled,2015-05-06,2015-06-13,38,False,True
1164,canceled,2015-01-09,2015-01-14,5,False,True
1165,canceled,2015-01-12,2015-01-13,1,False,True
1166,canceled,2014-12-03,2014-12-10,7,False,True
1167,canceled,2014-12-03,2015-01-10,38,False,True
1168,canceled,2015-03-10,2015-03-16,6,False,True
1169,canceled,2015-07-10,2015-07-17,7,False,True
1170,canceled,2015-04-05,2015-07-12,98,False,True
1171,canceled,2015-01-07,2015-01-07,0,False,True
1172,canceled,2015-06-09,2015-06-10,1,False,True
1173,current,2015-05-08,,,False,False
1174,canceled,2015-01-14,2015-02-03,20,False,True
1174,canceled,2014-11-10,2015-01-14,65,False,True
1174,canceled,2015-02-03,2015-02-17,14,False,True
1175,canceled,2015-04-02,2015-06-09,68,False,True
1176,current,2015-08-12,,,False,False
1177,canceled,2015-03-06,2015-03-06,0,False,True
1177,current,2015-03-11,,,False,False
1178,canceled,2015-07-16,2015-08-07,22,False,True
1179,canceled,2015-07-17,2015-07-22,5,False,True
1180,canceled,2014-12-09,2014-12-13,4,False,True
1181,current,2014-12-05,,,False,False
1182,current,2015-05-11,,,False,False
1183,canceled,2015-06-08,2015-06-30,22,False,True
1183,canceled,2015-07-17,2015-08-08,22,False,True
1183,canceled,2015-05-11,2015-06-02,22,False,True
1184,canceled,2015-05-29,2015-06-04,6,False,True
1185,current,2015-05-13,,,False,False
1186,canceled,2015-03-11,2015-03-11,0,False,True
1187,canceled,2015-06-09,2015-06-15,6,False,True
1188,canceled,2015-02-10,2015-03-17,35,False,True
1189,canceled,2015-04-07,2015-05-14,37,False,True
1190,canceled,2015-03-06,2015-03-06,0,False,True
1191,canceled,2015-01-11,2015-01-11,0,False,True
1192,canceled,2015-05-12,2015-05-17,5,False,True
1193,canceled,2015-04-04,2015-04-07,3,False,True
1194,canceled,2015-03-11,2015-07-08,119,False,True
1195,canceled,2015-01-13,2015-01-16,3,False,True
1196,canceled,2015-03-04,2015-03-11,7,False,True
1197,canceled,2015-07-09,2015-07-11,2,False,True
1198,canceled,2015-02-11,2015-02-15,4,False,True
1198,canceled,2015-03-04,2015-04-11,38,False,True
1199,canceled,2014-12-08,2015-01-15,38,False,True
1200,canceled,2015-03-04,2015-04-11,38,False,True
1201,canceled,2014-12-07,2015-01-14,38,False,True
1202,canceled,2015-05-07,2015-06-14,38,False,True
1203,canceled,2014-12-04,2014-12-09,5,False,True
1204,canceled,2014-11-10,2014-12-17,37,False,True
1205,canceled,2015-07-17,2015-08-05,19,False,True
1206,current,2015-06-03,,,False,False
1207,canceled,2015-02-06,2015-02-28,22,False,True
1208,canceled,2015-02-05,2015-03-13,36,False,True
1209,current,2015-07-09,,,False,False
1210,canceled,2015-02-07,2015-03-14,35,False,True
1211,canceled,2014-11-14,2014-11-15,1,False,True
1211,canceled,2014-11-15,2015-01-15,61,False,True
1211,current,2015-03-06,,,False,False
1212,canceled,2015-01-10,2015-02-01,22,False,True
1212,canceled,2015-07-19,2015-07-27,8,False,True
1213,canceled,2015-01-12,2015-01-12,0,False,True
1214,canceled,2014-11-10,2015-01-15,66,False,True
1215,canceled,2015-05-11,2015-07-18,68,False,True
1216,current,2015-07-16,,,False,False
1217,canceled,2015-06-06,2015-07-28,52,False,True
1217,current,2015-08-13,,,False,False
1218,canceled,2014-11-15,2014-11-15,0,False,True
1219,canceled,2014-11-12,2014-11-12,0,False,True
1220,canceled,2014-11-10,2014-12-17,37,False,True
1221,canceled,2014-11-14,2014-11-21,7,False,True
1222,canceled,2015-04-07,2015-04-07,0,False,True
1223,canceled,2014-12-08,2014-12-13,5,False,True
1224,current,2015-07-20,,,False,False
1225,canceled,2014-12-05,2014-12-10,5,False,True
1226,canceled,2015-02-05,2015-04-08,62,False,True
1226,canceled,2015-04-08,2015-05-12,34,False,True
1227,current,2015-06-09,,,False,False
1228,current,2015-08-19,,,False,False
1229,canceled,2015-02-09,2015-02-12,3,False,True
1230,canceled,2014-11-17,2014-11-19,2,False,True
1231,current,2015-07-09,,,False,False
1232,canceled,2015-07-16,2015-07-17,1,False,True
1233,canceled,2015-02-11,2015-02-16,5,False,True
1234,canceled,2014-12-09,2014-12-14,5,False,True
1235,current,2015-08-12,,,False,False
1236,canceled,2014-12-05,2015-02-03,60,False,True
1237,canceled,2015-05-28,2015-05-28,0,False,True
1238,canceled,2014-11-10,2014-11-10,0,False,True
1239,canceled,2014-11-17,2014-11-19,2,False,True
1240,canceled,2015-01-12,2015-01-19,7,False,True
1241,canceled,2015-06-09,2015-06-09,0,False,True
1242,canceled,2015-01-12,2015-03-10,57,False,True
1242,current,2015-03-10,,,False,False
1243,canceled,2014-11-10,2014-11-18,8,False,True
1244,canceled,2014-11-10,2015-01-14,65,False,True
1244,current,2015-03-10,,,False,False
1244,canceled,2015-01-14,2015-03-10,55,False,True
1244,canceled,2015-03-17,2015-04-27,41,False,True
1244,canceled,2015-05-17,2015-08-17,92,False,True
1245,canceled,2014-12-05,2014-12-09,4,False,True
1246,canceled,2014-12-09,2014-12-15,6,False,True
1247,canceled,2015-03-05,2015-04-12,38,False,True
1248,canceled,2015-04-06,2015-05-13,37,False,True
1249,canceled,2015-05-11,2015-07-18,68,False,True
1250,current,2015-05-11,,,False,False
1251,current,2014-12-05,,,False,False
1252,canceled,2014-12-05,2014-12-11,6,False,True
1253,canceled,2014-11-10,2015-01-14,65,False,True
1253,canceled,2015-01-14,2015-01-20,6,False,True
1254,canceled,2015-03-10,2015-03-17,7,False,True
1254,canceled,2015-01-10,2015-03-10,59,False,True
1255,canceled,2015-07-17,2015-07-23,6,False,True
1256,canceled,2015-07-18,2015-07-24,6,False,True
1257,current,2015-07-09,,,False,False
1258,canceled,2015-07-15,2015-07-21,6,False,True
1259,current,2015-03-10,,,False,False
1259,canceled,2015-01-13,2015-03-10,56,False,True
1260,canceled,2015-03-11,2015-05-18,68,False,True
1261,canceled,2014-12-03,2014-12-08,5,False,True
1262,current,2015-06-09,,,False,False
1263,current,2015-08-16,,,False,False
1264,canceled,2015-04-02,2015-06-09,68,False,True
1265,current,2015-05-12,,,False,False
1265,canceled,2015-04-08,2015-04-14,6,False,True
1266,canceled,2015-06-07,2015-06-16,9,False,True
1267,current,2015-04-02,,,False,False
1268,canceled,2015-04-06,2015-05-28,52,False,True
1269,current,2015-08-21,,,False,False
1270,canceled,2015-07-20,2015-07-20,0,False,True
1271,canceled,2015-01-07,2015-01-13,6,False,True
1272,canceled,2015-07-17,2015-07-23,6,False,True
1273,canceled,2015-01-12,2015-01-12,0,False,True
1274,current,2015-07-08,,,False,False
1275,canceled,2015-05-09,2015-05-11,2,False,True
1276,current,2015-03-10,,,False,False
1277,canceled,2015-01-14,2015-01-22,8,False,True
1277,canceled,2014-11-14,2015-01-14,61,False,True
1278,current,2015-07-17,,,False,False
1279,canceled,2015-07-17,2015-07-22,5,False,True
1279,canceled,2015-07-17,2015-07-17,0,False,True
1280,canceled,2015-01-12,2015-01-15,3,False,True
1281,canceled,2015-02-09,2015-02-12,3,False,True
1282,current,2015-05-10,,,False,False
1283,canceled,2015-01-07,2015-01-10,3,False,True
1284,canceled,2015-01-13,2015-01-13,0,False,True
1285,canceled,2015-04-07,2015-05-14,37,False,True
1286,canceled,2014-11-14,2014-11-21,7,False,True
1287,canceled,2015-03-10,2015-05-20,71,False,True
1287,canceled,2015-01-13,2015-03-10,56,False,True
1288,canceled,2014-11-10,2014-11-15,5,False,True
1289,canceled,2014-12-04,2015-02-03,61,False,True
1290,current,2015-06-02,,,False,False
1291,canceled,2015-06-03,2015-06-03,0,False,True
1292,canceled,2015-01-07,2015-05-14,127,False,True
1293,canceled,2014-12-08,2014-12-10,2,False,True
1294,canceled,2015-03-10,2015-03-16,6,False,True
1294,canceled,2015-04-08,2015-04-09,1,False,True
1295,canceled,2014-12-09,2014-12-15,6,False,True
1295,canceled,2015-07-17,2015-07-22,5,False,True
1296,canceled,2015-04-07,2015-04-14,7,False,True
1296,canceled,2015-04-15,2015-04-15,0,False,True
1296,canceled,2015-04-06,2015-04-07,1,False,True
1297,canceled,2015-03-04,2015-03-09,5,False,True
1297,canceled,2015-02-05,2015-02-08,3,False,True
1298,current,2015-08-11,,,False,False
1299,current,2015-04-08,,,False,False
1299,canceled,2015-02-05,2015-04-08,62,False,True
1300,canceled,2014-11-10,2014-11-16,6,False,True
1301,canceled,2015-04-03,2015-04-04,1,False,True
1302,current,2015-07-18,,,False,False
1303,canceled,2014-11-14,2015-01-14,61,False,True
1303,canceled,2015-03-10,2015-04-08,29,False,True
1303,canceled,2015-04-08,2015-04-21,13,False,True
1303,canceled,2015-01-14,2015-02-03,20,False,True
1303,canceled,2015-02-03,2015-03-10,35,False,True
1304,canceled,2015-01-10,2015-03-10,59,True,True
1304,canceled,2015-03-10,2015-06-17,99,True,True
1305,canceled,2015-05-12,2015-06-19,38,False,True
